seqnames	start	end	strand	gene	event	annotated	frame_conserved	intron_no	SJ_IR	seen_in_treatment	dmso_avg_proportion	dmso_stdev	dmso_avg_reads	chx_avg_proportion	chx_stdev	chx_avg_reads	n
chr12	112476374	112477650	+	PTPN11	cryptic donor ~ exon 8		TRUE	7	SJ	both	0.01%	0.02%	0.2	0.01%	0.02%	0.35	20
chr12	112477731	112482073	+	PTPN11	exon 9 skipping		FALSE	9	SJ	both	0.01%	0.05%	0.1	0.01%	0.03%	0.15	20
chr14	73211947	73219172	+	PSEN1	unannotated junctions			11	SJ	both	0.01%	0.05%	0.1	0.01%	0.05%	0.1	20
chr15	47700871	48503893	-	FBN1	unannotated junctions			56	SJ	both	0.01%	0.02%	0.05	0.01%	0.04%	0.3	20
chr15	48411380	48415535	-	FBN1	exon 65 skipping		TRUE	64	SJ	both	0.01%	0.01%	0.85	0.01%	0.01%	0.85	20
chr15	48411380	48415535	-	FBN1	exon 65 skipping		TRUE	65	SJ	both	0.01%	0.02%	0.85	0.01%	0.02%	0.85	20
chr15	48415654	48420767	-	FBN1	unannotated junctions			63	SJ	both	0.01%	0.02%	0.45	0.01%	0.03%	0.6	20
chr15	48420807	48421951	-	FBN1	exon 62 skipping		FALSE	62	SJ	both	0.01%	0.02%	0.8	0.01%	0.02%	0.75	20
chr15	48422069	48425738	-	FBN1	exon 60 skipping		FALSE	59	SJ	both	0.01%	0.02%	0.55	0.01%	0.01%	0.4	20
chr15	48422069	48425738	-	FBN1	exon 60 skipping		FALSE	60	SJ	both	0.01%	0.02%	0.55	0.01%	0.01%	0.4	20
chr15	48427774	48430670	-	FBN1	exon 57 skipping		TRUE	56	SJ	both	0.01%	0.04%	0.2	0.01%	0.05%	0.25	20
chr15	48434213	48434593	-	FBN1	exon 54 ~ cryptic acceptor		TRUE	54	SJ	both	0.01%	0.02%	0.3	0.01%	0.02%	0.75	20
chr15	48437918	48444540	-	FBN1	exon 50 skipping		TRUE	50	SJ	both	0.01%	0.02%	0.25	0.01%	0.02%	0.3	20
chr15	48452574	48463081	-	FBN1	exon 42 ~ cryptic acceptor		FALSE	42	SJ	both	0.01%	0.04%	0.95	0.01%	0.03%	0.65	20
chr15	48452574	48463081	-	FBN1	exon 42 ~ cryptic acceptor		FALSE	44	SJ	both	0.01%	0.03%	0.95	0.01%	0.02%	0.65	20
chr15	48474651	48481660	-	FBN1	cryptic donor ~ exon 33		TRUE	32	SJ	both	0.01%	0.01%	0.6	0.01%	0.02%	0.5	20
chr15	48513669	48515434	-	FBN1	cryptic donor ~ exon 13		TRUE	12	SJ	both	0.01%	0.02%	0.65	0.01%	0.02%	0.55	20
chr15	48520854	48526129	-	FBN1	exon 9 ~ cryptic acceptor		TRUE	9	SJ	both	0.01%	0.01%	0.9	0.01%	0.03%	1.1	20
chr15	48537830	48596282	-	FBN1	exon 6 ~ cryptic acceptor		TRUE	6	SJ	both	0.01%	0.02%	0.75	0.01%	0.02%	1.05	20
chr16	2054441	2055362	+	TSC2	exon 5 ~ cryptic acceptor		TRUE	5	SJ	both	0.01%	0.05%	0.05	0.01%	0.05%	0.05	20
chr16	2064428	2065498	+	TSC2	exon 15 ~ cryptic acceptor		FALSE	15	SJ	both	0.01%	0.03%	0.05	0.01%	0.03%	0.05	20
chr16	2074390	2081594	+	TSC2	exon 23-24-25-26-27-28-29-30 skipping		TRUE	24	SJ	both	0.01%	0.06%	0.1	0.01%	0.04%	0.05	20
chr16	2076125	2076490	+	TSC2	cryptic donor ~ exon 25		FALSE	24	SJ	both	0.01%	0.03%	0.05	0.01%	0.03%	0.05	20
chr16	2090591	2091780	-	PKD1	exon 42-43-44 skipping		TRUE	41	SJ	both	0.01%	0.05%	0.05	0.01%	0.05%	0.05	20
chr16	2091804	2092495	-	PKD1	unannotated junctions			40	SJ	both	0.01%	0.04%	0.05	0.01%	0.05%	0.05	20
chr16	2092740	2092953	-	PKD1	exon 38 ~ cryptic acceptor		TRUE	38	SJ	both	0.01%	0.05%	0.15	0.01%	0.05%	0.1	20
chr16	2093739	2093973	-	PKD1	cryptic donor ~ exon 37		FALSE	36	SJ	both	0.01%	0.03%	0.05	0.01%	0.06%	0.05	20
chr16	2106678	2107882	-	PKD1	exon 17 skipping		FALSE	17	SJ	both	0.01%	0.04%	0.1	0.01%	0.03%	0.05	20
chr16	2106949	2112339	-	PKD1	exon 15-16 skipping		FALSE	15	SJ	both	0.01%	0.03%	0.05	0.01%	0.03%	0.05	20
chr16	2106949	2112339	-	PKD1	exon 15-16 skipping		FALSE	16	SJ	both	0.01%	0.04%	0.05	0.01%	0.04%	0.05	20
chr16	2108033	2108247	-	PKD1	cryptic donor ~ exon 16		FALSE	15	SJ	both	0.01%	0.03%	0.05	0.01%	0.03%	0.05	20
chr16	2108693	2112339	-	PKD1	exon 14 ~ cryptic acceptor		FALSE	14	SJ	both	0.01%	0.06%	0.05	0.01%	0.03%	0.05	20
chr16	2111030	2114172	-	PKD1	unannotated junctions			11	SJ	both	0.01%	0.02%	0.05	0.01%	0.02%	0.05	20
chr16	2111030	2114172	-	PKD1	unannotated junctions			12	SJ	both	0.01%	0.03%	0.05	0.01%	0.03%	0.05	20
chr16	2114926	2115991	-	PKD1	exon 10 skipping		FALSE	9	SJ	both	0.01%	0.06%	0.05	0.01%	0.06%	0.05	20
chr17	31182666	31201410	+	NF1	exon 9-10 skipping		FALSE	8	SJ	both	0.01%	0.04%	0.05	0.01%	0.04%	0.1	20
chr17	31182666	31214450	+	NF1	exon 9-10-11-12 skipping		FALSE	9	SJ	both	0.01%	0.03%	0.15	0.01%	0.03%	0.2	20
chr17	31182666	31219004	+	NF1	exon 9-10-11-12-13 skipping		FALSE	9	SJ	both	0.01%	0.04%	0.1	0.01%	0.04%	0.1	20
chr17	31182666	31219004	+	NF1	exon 9-10-11-12-13 skipping		FALSE	12	SJ	both	0.01%	0.06%	0.1	0.01%	0.07%	0.1	20
chr17	31192728	31200421	+	NF1	cryptic donor ~ exon 9		TRUE	8	SJ	both	0.01%	0.03%	0.05	0.01%	0.02%	0.05	20
chr17	31200596	31201410	+	NF1	exon 10 skipping		FALSE	10	SJ	both	0.01%	0.05%	0.05	0.01%	0.05%	0.05	20
chr17	31225251	31227522	+	NF1	exon 18-19 skipping		FALSE	17	SJ	both	0.01%	0.06%	0.1	0.01%	0.06%	0.1	20
chr17	31227607	31229253	+	NF1	exon 20 ~ cryptic acceptor		FALSE	20	SJ	both	0.01%	0.05%	0.1	0.01%	0.04%	0.1	20
chr17	31338140	31340580	+	NF1	exon 45 ~ cryptic acceptor		FALSE	45	SJ	both	0.01%	0.04%	0.1	0.01%	0.03%	0.05	20
chr19	11089616	11094501	+	LDLR	exon 1 ~ cryptic acceptor		TRUE	1	SJ	both	0.01%	0.02%	0.1	0.01%	0.02%	0.55	20
chr19	11092343	11100222	+	LDLR	cryptic donor ~ exon 2		TRUE	1	SJ	both	0.01%	0.06%	0.1	0.01%	0.04%	0.15	20
chr19	11111640	11112727	+	LDLR	exon 8 ~ cryptic acceptor		FALSE	8	SJ	both	0.01%	0.07%	0.05	0.01%	0.02%	0.25	20
chr19	11111640	11113534	+	LDLR	exon 9 skipping		FALSE	8	SJ	both	0.01%	0.06%	0.2	0.01%	0.02%	0.35	20
chr19	11111640	11113534	+	LDLR	exon 9 skipping		FALSE	9	SJ	both	0.01%	0.06%	0.2	0.01%	0.02%	0.35	20
chr19	11111640	11120091	+	LDLR	exon 9-10-11-12 skipping		FALSE	8	SJ	both	0.01%	0.05%	0.15	0.01%	0.02%	0.2	20
chr19	11111640	11120091	+	LDLR	exon 9-10-11-12 skipping		FALSE	9	SJ	both	0.01%	0.04%	0.15	0.01%	0.02%	0.2	20
chr19	11111640	11120091	+	LDLR	exon 9-10-11-12 skipping		FALSE	10	SJ	both	0.01%	0.05%	0.15	0.01%	0.02%	0.2	20
chr19	11111640	11120091	+	LDLR	exon 9-10-11-12 skipping		FALSE	11	SJ	both	0.01%	0.03%	0.15	0.01%	0.01%	0.2	20
chr19	11113450	11113633	+	LDLR	exon 9 ~ cryptic acceptor		TRUE	9	SJ	both	0.01%	0.06%	0.1	0.01%	0.03%	0.2	20
chr19	11113450	11116093	+	LDLR	exon 10 skipping		TRUE	9	SJ	both	0.01%	0.04%	0.2	0.01%	0.02%	0.15	20
chr19	11113450	11116093	+	LDLR	exon 10 skipping		TRUE	10	SJ	both	0.01%	0.03%	0.2	0.01%	0.03%	0.15	20
chr19	11123345	11127875	+	LDLR	exon 15 ~ cryptic acceptor		TRUE	15	SJ	both	0.01%	0.05%	0.2	0.01%	0.02%	0.75	20
chr19	11129671	11130637	+	LDLR	exon 17 ~ cryptic acceptor		FALSE	17	SJ	both	0.01%	0.03%	0.25	0.01%	0.02%	0.6	20
chr19	11129671	11131573	+	LDLR	exon 17 ~ cryptic acceptor		FALSE	17	SJ	both	0.01%	0.03%	0.35	0.01%	0.01%	0.5	20
chr19	11130754	11131280	+	LDLR	cryptic donor ~ exon 18		TRUE	17	SJ	both	0.01%	0.03%	0.2	0.01%	0.02%	0.55	20
chr2	237324815	237325572	-	COL6A3	cryptic donor ~ exon 44		FALSE	43	SJ	both	0.01%	0.01%	1.6	0.01%	0.02%	1.05	20
chr2	237324884	237325559	-	COL6A3	exon 43 ~ cryptic acceptor		TRUE	43	SJ	both	0.01%	0.02%	2.15	0.01%	0.01%	1.5	20
chr2	237325714	237333514	-	COL6A3	unannotated junctions			42	SJ	both	0.01%	0.01%	1.65	0.01%	0.01%	1.05	20
chr2	237334885	237336134	-	COL6A3	exon 40 ~ cryptic acceptor		FALSE	40	SJ	both	0.01%	0.01%	1.5	0.01%	0.02%	2.6	20
chr2	237339118	237342064	-	COL6A3	exon 38 skipping		FALSE	37	SJ	both	0.01%	0.01%	1	0.01%	0.01%	0.85	20
chr2	237341151	237344349	-	COL6A3	exon 37 skipping		FALSE	36	SJ	both	0.01%	0.02%	2.25	0.01%	0.02%	2.35	20
chr2	237341151	237344349	-	COL6A3	exon 37 skipping		FALSE	37	SJ	both	0.01%	0.02%	2.25	0.01%	0.02%	2.35	20
chr2	237344844	237345057	-	COL6A3	exon 35 skipping		TRUE	34	SJ	both	0.01%	0.01%	6	0.01%	0.01%	4.25	20
chr2	237344844	237345057	-	COL6A3	exon 35 skipping		TRUE	35	SJ	both	0.01%	0.01%	6	0.01%	0.01%	4.25	20
chr2	237347870	237348297	-	COL6A3	cryptic donor ~ exon 31		TRUE	30	SJ	both	0.01%	0.03%	1.7	0.01%	0.01%	1.15	20
chr2	237348385	237350146	-	COL6A3	exon 29 skipping		FALSE	28	SJ	both	0.01%	0.02%	1.55	0.01%	0.02%	1.6	20
chr2	237348385	237350146	-	COL6A3	exon 29 skipping		FALSE	29	SJ	both	0.01%	0.02%	1.55	0.01%	0.02%	1.6	20
chr2	237348648	237367005	-	COL6A3	unannotated junctions			19	SJ	both	0.01%	0.03%	0.15	0.01%	0.03%	0.15	20
chr2	237348648	237367005	-	COL6A3	unannotated junctions			20	SJ	both	0.01%	0.03%	0.15	0.01%	0.03%	0.15	20
chr2	237350210	237352521	-	COL6A3	exon 27 skipping		TRUE	26	SJ	both	0.01%	0.02%	1.9	0.01%	0.03%	1.05	20
chr2	237350210	237352521	-	COL6A3	exon 27 skipping		TRUE	27	SJ	both	0.01%	0.02%	1.9	0.01%	0.02%	1.05	20
chr2	237350373	237351129	-	COL6A3	exon 27 ~ cryptic acceptor		FALSE	27	SJ	both	0.01%	0.01%	1.75	0.01%	0.01%	1	20
chr2	237359089	237359361	-	COL6A3	exon 19 skipping		TRUE	18	SJ	both	0.01%	0.02%	0.25	0.01%	0.03%	0.5	20
chr2	237367282	237368562	-	COL6A3	exon 10 ~ cryptic acceptor		FALSE	10	SJ	both	0.01%	0.01%	0.65	0.01%	0.02%	1.85	20
chr2	237377345	237381136	-	COL6A3	cryptic donor ~ exon 7		FALSE	6	SJ	both	0.01%	0.01%	1	0.01%	0.01%	0.95	20
chr2	237377345	237387581	-	COL6A3	exon 5-6 skipping		TRUE	4	SJ	both	0.01%	0.01%	1.75	0.01%	0.01%	1.1	20
chr2	237377345	237387581	-	COL6A3	exon 5-6 skipping		TRUE	5	SJ	both	0.01%	0.01%	1.75	0.01%	0.01%	1.1	20
chr2	237377345	237387581	-	COL6A3	exon 5-6 skipping		TRUE	6	SJ	both	0.01%	0.01%	1.75	0.01%	0.01%	1.1	20
chr2	237379236	237387581	-	COL6A3	exon 5 skipping		FALSE	4	SJ	both	0.01%	0.01%	1.65	0.01%	0.02%	1	20
chr2	237379236	237387581	-	COL6A3	exon 5 skipping		FALSE	5	SJ	both	0.01%	0.01%	1.65	0.01%	0.02%	1	20
chr2	237381500	237413964	-	COL6A3	cryptic donor ~ exon 5		FALSE	2	SJ	both	0.01%	0.01%	1.05	0.01%	0.02%	1.25	20
chr2	237381500	237413964	-	COL6A3	cryptic donor ~ exon 5		FALSE	3	SJ	both	0.01%	0.01%	1.05	0.01%	0.02%	1.25	20
chr2	237381500	237413964	-	COL6A3	cryptic donor ~ exon 5		FALSE	4	SJ	both	0.01%	0.01%	1.05	0.01%	0.02%	1.25	20
chr2	237381500	237414021	-	COL6A3	cryptic donor ~ exon 5		FALSE	2	SJ	both	0.01%	0.01%	0.8	0.01%	0.02%	1.15	20
chr2	237381500	237414021	-	COL6A3	cryptic donor ~ exon 5		FALSE	3	SJ	both	0.01%	0.01%	0.8	0.01%	0.02%	1.15	20
chr2	237381500	237414278	-	COL6A3	cryptic donor ~ exon 5		TRUE	2	SJ	both	0.01%	0.01%	0.7	0.01%	0.02%	0.85	20
chr2	237381500	237414278	-	COL6A3	cryptic donor ~ exon 5		TRUE	3	SJ	both	0.01%	0.01%	0.7	0.01%	0.01%	0.85	20
chr2	237381500	237414278	-	COL6A3	cryptic donor ~ exon 5		TRUE	4	SJ	both	0.01%	0.01%	0.7	0.01%	0.01%	0.85	20
chr2	237387674	237394586	-	COL6A3	exon 3 ~ cryptic acceptor		FALSE	3	SJ	both	0.01%	0.03%	0.8	0.01%	0.02%	1.05	20
chr2	237388179	237396726	-	COL6A3	exon 2 ~ cryptic acceptor		TRUE	2	SJ	both	0.01%	0.01%	1.4	0.01%	0.02%	1	20
chr2	237388179	237396726	-	COL6A3	exon 2 ~ cryptic acceptor		TRUE	3	SJ	both	0.01%	0.01%	1.4	0.01%	0.02%	1	20
chr2	237388185	237396134	-	COL6A3	cryptic donor ~ exon 4		TRUE	3	SJ	both	0.01%	0.01%	1.55	0.01%	0.01%	1.55	20
chr2	237394665	237396726	-	COL6A3	exon 2 ~ cryptic acceptor		TRUE	2	SJ	both	0.01%	0.02%	1.85	0.01%	0.01%	0.9	20
chr2	237396763	237414278	-	COL6A3	unannotated junctions			1	SJ	both	0.01%	0.01%	3.05	0.01%	0.01%	2.75	20
chr2	237396848	237402739	-	COL6A3	cryptic donor ~ exon 2		FALSE	1	SJ	both	0.01%	0.01%	2.2	0.01%	0.01%	1	20
chr2	237396848	237411761	-	COL6A3	cryptic donor ~ exon 2		FALSE	1	SJ	both	0.01%	0.01%	3.2	0.01%	0.01%	1.25	20
chr2	237411643	237413952	-	COL6A3	exon 1 ~ cryptic acceptor		FALSE	1	SJ	both	0.01%	0.01%	2.2	0.01%	0.01%	1.4	20
chr21	25881730	25891834	-	APP	unannotated junctions			17	SJ	both	0.01%	0.01%	1.25	0.01%	0.01%	1.15	20
chr21	25881772	25897572	-	APP	exon 17 skipping		FALSE	16	SJ	both	0.01%	0.01%	0.85	0.01%	0.03%	0.65	20
chr21	25891869	25905023	-	APP	exon 16 skipping		FALSE	15	SJ	both	0.01%	0.01%	0.6	0.01%	0.02%	0.6	20
chr21	25897674	25954589	-	APP	exon 14-15 skipping		TRUE	13	SJ	both	0.01%	0.02%	1.15	0.01%	0.02%	1.25	20
chr21	25995060	25997359	-	APP	exon 8 ~ cryptic acceptor		TRUE	8	SJ	both	0.01%	0.03%	0.45	0.01%	0.02%	0.1	20
chr21	26112147	26170984	-	APP	cryptic donor ~ exon 2	alternative	TRUE	1	SJ	both	0.01%	0.02%	0.55	0.01%	0.03%	0.85	20
chr21	26128717	26170563	-	APP	exon 1 ~ cryptic acceptor		FALSE	1	SJ	both	0.01%	0.03%	1.15	0.01%	0.02%	0.8	20
chr21	31659787	31663794	+	SOD1	unannotated junctions			1	SJ	both	0.01%	0.02%	0.2	0.01%	0.02%	0.2	20
chr21	31659787	31667257	+	SOD1	cryptic donor ~ exon 4		TRUE	1	SJ	both	0.01%	0.02%	0.4	0.01%	0.03%	0.35	20
chr21	31659787	31667257	+	SOD1	cryptic donor ~ exon 4		TRUE	2	SJ	both	0.01%	0.01%	0.4	0.01%	0.02%	0.35	20
chr21	31659787	31667257	+	SOD1	cryptic donor ~ exon 4		TRUE	3	SJ	both	0.01%	0.02%	0.4	0.01%	0.03%	0.35	20
chr21	31663887	31667257	+	SOD1	exon 3 skipping		FALSE	2	SJ	both	0.01%	0.02%	0.5	0.01%	0.01%	0.3	20
chr21	31663887	31667257	+	SOD1	exon 3 skipping		FALSE	3	SJ	both	0.01%	0.03%	0.5	0.01%	0.02%	0.3	20
chr21	45907434	46125872	+	COL6A1	unannotated junctions			12	SJ	both	0.01%	0.02%	0.5	0.01%	0.01%	0.9	20
chr21	45907434	46125872	+	COL6A1	unannotated junctions			13	SJ	both	0.01%	0.02%	0.5	0.01%	0.03%	0.9	20
chr21	45907434	46125872	+	COL6A2	unannotated junctions			1	SJ	both	0.01%	0.02%	0.5	0.01%	0.01%	0.9	20
chr21	45907434	46125872	+	COL6A2	unannotated junctions			12	SJ	both	0.01%	0.02%	0.5	0.01%	0.02%	0.9	20
chr21	45982764	45984306	+	COL6A1	exon 2 ~ cryptic acceptor		FALSE	2	SJ	both	0.01%	0.01%	1.45	0.01%	0.01%	2.1	20
chr21	45983329	45984268	+	COL6A1	cryptic donor ~ exon 3		FALSE	2	SJ	both	0.01%	0.01%	1.3	0.01%	0.01%	1.2	20
chr21	45986432	45986525	+	COL6A1	cryptic donor ~ exon 4		TRUE	3	SJ	both	0.01%	0.01%	2.15	0.01%	0.01%	1.8	20
chr21	45989653	45990257	+	COL6A1	exon 11 skipping		FALSE	11	SJ	both	0.01%	0.01%	2	0.01%	0.01%	1	20
chr21	45989653	45991005	+	COL6A1	exon 10 ~ cryptic acceptor		TRUE	13	SJ	both	0.01%	0.01%	0.85	0.01%	0.02%	1.1	20
chr21	45989653	46005671	+	COL6A1	exon 10 ~ cryptic acceptor		FALSE	10	SJ	both	0.01%	0.01%	1.5	0.01%	0.01%	1.65	20
chr21	45989653	46005671	+	COL6A1	exon 10 ~ cryptic acceptor		FALSE	11	SJ	both	0.01%	0.01%	1.5	0.01%	0.01%	1.65	20
chr21	45989653	46005671	+	COL6A1	exon 10 ~ cryptic acceptor		FALSE	12	SJ	both	0.01%	0.02%	1.5	0.01%	0.01%	1.65	20
chr21	45989653	46005671	+	COL6A1	exon 10 ~ cryptic acceptor		FALSE	13	SJ	both	0.01%	0.03%	1.5	0.01%	0.02%	1.65	20
chr21	45989653	46005671	+	COL6A1	exon 10 ~ cryptic acceptor		FALSE	14	SJ	both	0.01%	0.01%	1.5	0.01%	0.01%	1.65	20
chr21	45989653	46005671	+	COL6A1	exon 10 ~ cryptic acceptor		FALSE	19	SJ	both	0.01%	0.01%	1.5	0.01%	0.01%	1.65	20
chr21	45989653	46005671	+	COL6A1	exon 10 ~ cryptic acceptor		FALSE	20	SJ	both	0.01%	0.01%	1.5	0.01%	0.01%	1.65	20
chr21	45989653	46005671	+	COL6A1	exon 10 ~ cryptic acceptor		FALSE	21	SJ	both	0.01%	0.01%	1.5	0.01%	0.01%	1.65	20
chr21	45989653	46005671	+	COL6A1	exon 10 ~ cryptic acceptor		FALSE	28	SJ	both	0.01%	0.01%	1.5	0.01%	0.01%	1.65	20
chr21	45989653	46005671	+	COL6A1	exon 10 ~ cryptic acceptor		FALSE	29	SJ	both	0.01%	0.01%	1.5	0.01%	0.01%	1.65	20
chr21	45989653	46005671	+	COL6A1	exon 10 ~ cryptic acceptor		FALSE	31	SJ	both	0.01%	0.01%	1.5	0.01%	0.01%	1.65	20
chr21	45989779	45989893	+	COL6A1	exon 11 ~ cryptic acceptor		FALSE	11	SJ	both	0.01%	0.02%	1.85	0.01%	0.02%	2.2	20
chr21	45990285	45992046	+	COL6A1	exon 12 ~ cryptic acceptor		FALSE	12	SJ	both	0.01%	0.01%	1.7	0.01%	0.01%	1	20
chr21	45990285	45992046	+	COL6A1	exon 12 ~ cryptic acceptor		FALSE	13	SJ	both	0.01%	0.01%	1.7	0.01%	0.02%	1	20
chr21	45992218	45992747	+	COL6A1	exon 18 skipping		FALSE	17	SJ	both	0.01%	0.01%	2.45	0.01%	0.01%	2.6	20
chr21	45992218	45992747	+	COL6A1	exon 18 skipping		FALSE	18	SJ	both	0.01%	0.01%	2.45	0.01%	0.01%	2.6	20
chr21	45992218	45997465	+	COL6A1	exon 17 ~ cryptic acceptor		TRUE	20	SJ	both	0.01%	0.01%	3.85	0.01%	0.01%	1.05	20
chr21	45992222	45997712	+	COL6A1	unannotated junctions			18	SJ	both	0.01%	0.01%	3.7	0.01%	0.01%	2.85	20
chr21	45992222	45997712	+	COL6A1	unannotated junctions			19	SJ	both	0.01%	0.01%	3.7	0.01%	0.01%	2.85	20
chr21	45992222	45997712	+	COL6A1	unannotated junctions			20	SJ	both	0.01%	0.01%	3.7	0.01%	0.01%	2.85	20
chr21	45992222	45997712	+	COL6A1	unannotated junctions			21	SJ	both	0.01%	0.01%	3.7	0.01%	0.01%	2.85	20
chr21	45992399	45997465	+	COL6A1	exon 18 ~ cryptic acceptor		FALSE	18	SJ	both	0.01%	0.01%	2.6	0.01%	0.01%	2.1	20
chr21	45992399	45997465	+	COL6A1	exon 18 ~ cryptic acceptor		FALSE	19	SJ	both	0.01%	0.01%	2.6	0.01%	0.01%	2.1	20
chr21	45992399	45997465	+	COL6A1	exon 18 ~ cryptic acceptor		FALSE	20	SJ	both	0.01%	0.01%	2.6	0.01%	0.01%	2.1	20
chr21	45992399	45998923	+	COL6A1	exon 18 ~ cryptic acceptor		FALSE	23	SJ	both	0.01%	0.01%	6.5	0.01%	0.01%	4.45	20
chr21	45992399	45998923	+	COL6A1	exon 18 ~ cryptic acceptor		FALSE	24	SJ	both	0.01%	0.01%	6.5	0.01%	0.01%	4.45	20
chr21	45992811	45997420	+	COL6A1	exon 20 skipping		FALSE	19	SJ	both	0.01%	0.01%	4.8	0.01%	0.02%	2.95	20
chr21	45997763	45998397	+	COL6A1	exon 23 skipping		FALSE	23	SJ	both	0.01%	0.01%	7	0.01%	0.01%	7	20
chr21	45999219	45999666	+	COL6A1	exon 26 ~ cryptic acceptor		FALSE	26	SJ	both	0.01%	0.01%	4.45	0.01%	0.01%	6.1	20
chr21	45999693	46001252	+	COL6A1	exon 28-29 skipping		FALSE	28	SJ	both	0.01%	0.01%	1.85	0.01%	0.02%	2.5	20
chr21	45999693	46001252	+	COL6A1	exon 28-29 skipping		FALSE	29	SJ	both	0.01%	0.01%	1.85	0.01%	0.02%	2.5	20
chr21	46000363	46001252	+	COL6A1	cryptic donor ~ exon 30		TRUE	28	SJ	both	0.01%	0.01%	1.9	0.01%	0.02%	2.05	20
chr21	46000363	46001252	+	COL6A1	cryptic donor ~ exon 30		TRUE	29	SJ	both	0.01%	0.01%	1.9	0.01%	0.02%	2.05	20
chr21	46001387	46002217	+	COL6A1	exon 31 skipping		FALSE	30	SJ	both	0.01%	0.01%	3.5	0.01%	0.02%	6.35	20
chr21	46001387	46002526	+	COL6A1	exon 31-32 skipping		FALSE	30	SJ	both	0.01%	0.01%	3.75	0.01%	0.01%	3.75	20
chr21	46001387	46002526	+	COL6A1	exon 31-32 skipping		FALSE	31	SJ	both	0.01%	0.01%	3.75	0.01%	0.02%	3.75	20
chr21	46001387	46002526	+	COL6A1	exon 31-32 skipping		FALSE	32	SJ	both	0.01%	0.01%	3.75	0.01%	0.02%	3.75	20
chr21	46002402	46003119	+	COL6A1	exon 33 skipping		FALSE	32	SJ	both	0.01%	0.01%	3.5	0.01%	0.01%	2.95	20
chr21	46002747	46003119	+	COL6A1	cryptic donor ~ exon 34		TRUE	33	SJ	both	0.01%	0.01%	5.25	0.01%	0.01%	4.55	20
chr21	46003150	46003354	+	COL6A1	exon 34 ~ cryptic acceptor		TRUE	34	SJ	both	0.01%	0.01%	11.55	0.01%	0.01%	8.7	20
chr21	46098174	46106571	+	COL6A2	exon 1 ~ cryptic acceptor		TRUE	1	SJ	both	0.01%	0.01%	1.45	0.01%	0.01%	1.6	20
chr21	46100463	46111449	+	COL6A2	cryptic donor ~ exon 2		TRUE	1	SJ	both	0.01%	0.01%	1.8	0.01%	0.01%	1.25	20
chr21	46101056	46111449	+	COL6A2	cryptic donor ~ exon 2		FALSE	1	SJ	both	0.01%	0.01%	1.35	0.01%	0.02%	1.05	20
chr21	46112825	46115871	+	COL6A2	exon 5 skipping		FALSE	4	SJ	both	0.01%	0.01%	2.5	0.01%	0.01%	2.4	20
chr21	46112825	46115871	+	COL6A2	exon 5 skipping		FALSE	5	SJ	both	0.01%	0.01%	2.5	0.01%	0.01%	2.4	20
chr21	46117454	46118613	+	COL6A2	exon 12 skipping		FALSE	11	SJ	both	0.01%	0.01%	1.55	0.01%	0.02%	1.4	20
chr21	46117454	46118613	+	COL6A2	exon 12 skipping		FALSE	12	SJ	both	0.01%	0.01%	1.55	0.01%	0.02%	1.4	20
chr21	46119120	46120514	+	COL6A2	exon 15 skipping		FALSE	15	SJ	both	0.01%	0.01%	2.9	0.01%	0.01%	2.4	20
chr21	46119851	46120416	+	COL6A2	exon 15 ~ cryptic acceptor		FALSE	15	SJ	both	0.01%	0.01%	2.3	0.01%	0.01%	2.65	20
chr21	46120578	46122107	+	COL6A2	exon 17-18 skipping		TRUE	16	SJ	both	0.01%	0.01%	2.45	0.01%	0.01%	2.7	20
chr21	46121623	46124906	+	COL6A2	unannotated junctions			21	SJ	both	0.01%	0.01%	1.8	0.01%	0.01%	1.35	20
chr21	46126298	46126502	+	COL6A2	cryptic donor ~ exon 27		TRUE	26	SJ	both	0.01%	0.01%	5	0.01%	0.01%	4.85	20
chr21	46126542	46132313	+	COL6A2	exon 27 ~ cryptic acceptor		FALSE	27	SJ	both	0.01%	0.01%	2.25	0.01%	0.01%	1.5	20
chr5	128330696	128334718	-	FBN2	exon 32 skipping		FALSE	31	SJ	both	0.01%	0.02%	0.35	0.01%	0.02%	0.35	20
chr5	128330696	128334718	-	FBN2	exon 32 skipping		FALSE	32	SJ	both	0.01%	0.02%	0.35	0.01%	0.02%	0.35	20
chr5	128361123	128361722	-	FBN2	exon 19 ~ cryptic acceptor		FALSE	19	SJ	both	0.01%	0.03%	0.05	0.01%	0.03%	0.15	20
chr5	128374751	128464723	-	FBN2	exon 7-8-9-10-11-12-13-14 skipping		TRUE	7	SJ	both	0.01%	0.04%	0.1	0.01%	0.04%	0.05	20
chr5	128374751	128464723	-	FBN2	exon 7-8-9-10-11-12-13-14 skipping		TRUE	8	SJ	both	0.01%	0.03%	0.1	0.01%	0.03%	0.05	20
chr5	128374751	128464723	-	FBN2	exon 7-8-9-10-11-12-13-14 skipping		TRUE	9	SJ	both	0.01%	0.04%	0.1	0.01%	0.04%	0.05	20
chr5	128374751	128464723	-	FBN2	exon 7-8-9-10-11-12-13-14 skipping		TRUE	10	SJ	both	0.01%	0.04%	0.1	0.01%	0.04%	0.05	20
chr5	128374751	128464723	-	FBN2	exon 7-8-9-10-11-12-13-14 skipping		TRUE	11	SJ	both	0.01%	0.03%	0.1	0.01%	0.03%	0.05	20
