chrom	start	end	strand	transcript	gene
chr16	4340250	4351321	-	NM_016069.11	PAM16
chr16	85676197	85688954	-	NM_016095.3	GINS2
chr16	69339771	69343106	+	NM_016101.5	NIP7
chr16	1493359	1510454	+	NM_016111.4	TELO2
chr16	19067613	19080095	+	NM_016138.5	COQ7
chr16	29973867	29988393	+	NM_016151.4	TAOK2
chr16	32673529	32676165	-	NM_016212.5	TP53TG3
chr16	19856690	19884848	-	NM_016235.3	GPRC5B
chr16	5024843	5033935	-	NM_016256.4	NAGPA
chr16	58519950	58629826	-	NM_016284.5	CNOT1
chr16	3658036	3717524	-	NM_016292.3	TRAP1
chr16	25111741	25178228	+	NM_016309.3	LCMT1
chr16	46406	53608	-	NM_016310.5	POLR3K
chr16	1938228	1943199	-	NM_016332.4	MSRB1
chr16	2752637	2771412	+	NM_016333.4	SRRM2
chr16	78099653	79212667	+	NM_016373.4	WWOX
chr16	19168239	19268332	+	NM_016524.4	SYT17
chr16	798040	800734	-	NM_016541.3	GNG13
chr16	14632950	14669236	+	NM_016561.3	BFAR
chr16	31527899	31528803	+	NM_016633.4	AHSP
chr16	3020367	3022383	+	NM_016639.3	TNFRSF12A
chr16	19501692	19522098	-	NM_016641.4	GDE1
chr16	66552575	66566068	+	NM_016951.4	CKLF
chr16	81238688	81291142	+	NM_017429.3	BCO1
chr16	87707811	87765986	-	NM_017566.4	KLHDC4
chr16	15650244	15726353	+	NM_017668.3	NDE1
chr16	20733663	20741818	-	NM_017736.5	THUMPD1
chr16	84974174	85011535	-	NM_017740.3	ZDHHC7
chr16	68023283	68079320	+	NM_017803.5	DUS2
chr16	55509071	55586666	+	NM_017839.5	LPCAT2
chr16	72084856	72093620	-	NM_017853.3	TXNL4B
chr16	3022624	3023942	-	NM_017885.4	HCFC1R1
chr16	20409533	20441336	+	NM_017888.3	ACSM5
chr16	70114331	70162537	+	NM_017990.5	PDPR
chr16	70687438	70801158	-	NM_018052.5	VAC14
chr16	47077702	47143945	-	NM_018092.5	NETO2
chr16	57471921	57486493	-	NM_018110.5	DOK4
chr16	22297408	22335096	+	NM_018119.4	POLR3E
chr16	74621398	74666877	-	NM_018124.4	RFWD3
chr16	46656131	46689178	-	NM_018206.6	VPS35
chr16	58665108	58684770	-	NM_018231.3	SLC38A7
chr16	56451553	56479104	+	NM_018233.4	OGFOD1
chr16	67326814	67385204	+	NM_018296.6	LRRC36
chr16	70346902	70373383	+	NM_018332.5	DDX19A
chr16	12659798	12803887	-	NM_018340.3	CPPED1
chr16	71281391	71289402	-	NM_018348.6	CMTR2
chr16	67159956	67164174	+	NM_018378.3	FBXL8
chr16	68020915	68023232	-	NM_018380.4	DDX28
chr16	15060032	15094272	-	NM_018427.5	RRN3
chr16	68358326	68448508	-	NM_018667.4	SMPD3
chr16	28494642	28498964	+	NM_018690.4	APOBR
chr16	6019023	7713340	+	NM_018723.4	RBFOX1
chr16	75647772	75657432	+	NM_018975.4	TERF2IP
chr16	2682522	2709030	+	NM_018992.4	KCTD5
chr16	68311018	68358584	+	NM_019023.5	PRMT7
chr16	83968243	84002776	+	NM_019065.3	NECAB2
chr16	5071842	5087379	+	NM_019109.5	ALG1
chr16	23557726	23574389	+	NM_019116.3	UBFD1
chr16	80966447	81006885	-	NM_020188.5	CMC2
chr16	57447478	57461270	+	NM_020312.4	COQ9
chr16	57428186	57447385	-	NM_020313.4	CIAPIN1
chr16	19555702	19701163	+	NM_020314.7	VPS35L
chr16	67842319	67844195	+	NM_020457.3	THAP11
chr16	87602507	87698156	+	NM_020655.4	JPH3
chr16	401884	412482	+	NM_020664.4	DECR2
chr16	4461693	4474625	-	NM_020677.6	NMRAL1
chr16	8674616	8784570	+	NM_020686.6	ABAT
chr16	23061405	23149452	-	NM_020718.4	USP31
chr16	2177179	2196605	-	NM_020764.4	CASKIN1
chr16	66880514	66891101	+	NM_020786.4	PDP2
chr16	57994675	58000672	-	NM_020807.3	ZNF319
chr16	1612359	1677908	+	NM_020825.4	CRAMP1
chr16	67723069	67806560	-	NM_020850.3	RANBP10
chr16	77788563	77980107	+	NM_020927.3	VAT1L
chr16	84476354	84504659	-	NM_020947.4	MEAK7
chr16	3012922	3014505	+	NM_020982.4	CLDN9
chr16	56191488	56357444	+	NM_020988.3	GNAO1
chr16	72063225	72077246	+	NM_020995.4	HPR
chr16	1153105	1221768	+	NM_021098.3	CACNA1H
chr16	84565595	84618078	-	NM_021149.5	COTL1
chr16	590065	629268	+	NM_021168.5	RAB40C
chr16	3014711	3018183	-	NM_021195.5	CLDN6
chr16	84294877	84329844	+	NM_021197.4	WFDC1
chr16	11273198	11273629	-	NM_021247.3	PRM3
chr16	370787	381978	-	NM_021259.3	PGAP6
chr16	75472051	75495441	-	NM_021615.5	CHST6
chr16	4748238	4767162	-	NM_021646.4	ZNF500
chr16	81314961	81390809	+	NM_022041.4	GAN
chr16	788619	798074	+	NM_022092.3	CHTF18
chr16	23755025	23758935	+	NM_022097.4	CHP2
chr16	2852729	2858170	-	NM_022119.4	PRSS22
chr16	17101768	17470960	-	NM_022166.4	XYLT1
chr16	69326912	69330588	-	NM_022341.2	PDF
chr16	67987393	67999484	-	NM_022355.4	DPEP2
chr16	2205453	2209453	+	NM_022372.6	MLST8
chr16	58058	72631	-	NM_022450.5	RHBDF1
chr16	3046560	3060726	+	NM_022468.5	MMP25
chr16	53491039	53503209	-	NM_022476.4	AKTIP
chr16	729764	740997	-	NM_022493.3	CIAO3
chr16	31489474	31508391	-	NM_022744.4	RUSF1
chr16	58392470	58406147	+	NM_022770.4	GINS3
chr16	853633	970984	-	NM_022773.4	LMF1
chr16	87392335	87404774	+	NM_022818.5	MAP1LC3B
chr16	67029148	67101058	+	NM_022845.3	CBFB
chr16	721145	722590	+	NM_023933.3	ANTKMT
chr16	1771894	1773134	-	NM_023936.2	MRPS34
chr16	31090853	31094797	-	NM_024006.6	VKORC1
chr16	30650959	30656413	+	NM_024031.5	PRR14
chr16	715117	719655	+	NM_024042.4	METRN
chr16	29454532	29458219	+	NM_024044.5	SLX1B
chr16	30423614	30430030	-	NM_024096.2	DCTPP1
chr16	8621697	8649654	+	NM_024109.4	METTL22
chr16	1228335	1230184	-	NM_024164.6	TPSB2
chr16	74712968	74774820	-	NM_024306.5	FA2H
chr16	30104809	30113537	-	NM_024307.3	GDPD3
chr16	55324202	55330756	+	NM_024335.3	IRX6
chr16	54283303	54286787	-	NM_024336.3	IRX3
chr16	3024034	3027750	+	NM_024339.5	THOC6
chr16	29816151	29822489	+	NM_024516.4	PAGR1
chr16	67528828	67546786	+	NM_024519.4	RIPOR1
chr16	75528529	75536108	-	NM_024533.5	CHST5
chr16	4354541	4416596	-	NM_024535.5	CORO7
chr16	68843530	69085182	+	NM_024562.2	TANGO6
chr16	53827	57669	+	NM_024571.4	SNRNP25
chr16	4796967	4802633	-	NM_024589.3	ROGDI
chr16	58001406	58021618	+	NM_024598.4	USB1
chr16	1533665	1555568	+	NM_024600.6	TMEM204
chr16	30524003	30526566	-	NM_024671.4	ZNF768
chr16	23603164	23641310	-	NM_024675.4	PALB2
chr16	31060846	31074240	-	NM_024706.5	ZNF668
chr16	67199130	67204004	+	NM_024712.5	ELMO3
chr16	84648510	84667686	+	NM_024731.4	KLHL36
chr16	87326986	87383776	-	NM_024735.5	FBXO31
chr16	46578590	46621379	-	NM_024745.5	SHCBP1
chr16	27203525	27221768	+	NM_024773.3	KDM8
chr16	28904420	28925238	-	NM_024816.3	RABEP2
chr16	18983933	19063942	+	NM_024847.4	TMC7
chr16	66961265	66975149	+	NM_024922.6	CES3
chr16	68229032	68236127	-	NM_024939.3	ESRP2
chr16	57152465	57186039	-	NM_024946.4	PSME3IP1
chr16	67828156	67847693	-	NM_025082.4	CENPT
chr16	2460108	2464963	+	NM_025108.3	TEDC2
chr16	67109940	67148544	+	NM_025187.5	PHAF1
chr16	30985206	30989147	+	NM_025193.4	HSD3B7
chr16	69424618	69466264	+	NM_030579.3	CYB5B
chr16	74871361	74985123	-	NM_030581.4	WDR59
chr16	47154390	47461063	-	NM_030790.5	ITFG1
chr16	67674535	67719316	-	NM_030819.4	GFOD2
chr16	88803788	88809258	+	NM_030928.4	CDT1
chr16	20806526	20849665	+	NM_030941.3	REXO5
chr16	1827205	1828910	+	NM_031208.4	FAHD1
chr16	72119096	72172155	-	NM_031293.3	PMFBP1
chr16	84122140	84145177	-	NM_031463.5	HSDL1
chr16	84819984	84909508	+	NM_031476.4	CRISPLD2
chr16	30092313	30096213	-	NM_031477.5	YPEL3
chr16	30024426	30031271	-	NM_031478.6	TLCD3B
chr16	48244299	48357349	+	NM_031490.5	LONP2
chr16	56484384	56520024	-	NM_031885.5	BBS2
chr16	2712421	2720224	-	NM_031948.5	PRSS27
chr16	28974777	28984543	+	NM_032038.3	SPNS1
chr16	234820	266096	+	NM_032039.4	FAM234A
chr16	67662944	67666750	-	NM_032140.3	ENKD1
chr16	11976733	12574287	+	NM_032167.5	SNX29
chr16	68298033	68310946	-	NM_032178.3	SLC7A6OS
chr16	31117663	31131359	+	NM_032188.3	KAT8
chr16	684621	690398	-	NM_032259.4	WDR24
chr16	74999023	75110994	+	NM_032268.5	ZNRF1
chr16	2155781	2178129	+	NM_032271.3	TRAF7
chr16	727105	729715	+	NM_032304.4	HAGHL
chr16	55566683	55567687	+	NM_032330.3	CAPNS2
chr16	4693561	4695844	+	NM_032349.4	NUDT16L1
chr16	634429	636305	-	NM_032366.5	METTL26
chr16	69326427	69339564	-	NM_032382.5	COG8
chr16	3581180	3611606	-	NM_032444.4	SLX4
chr16	89828474	89871319	+	NM_032451.2	SPIRE2
chr16	23641465	23677472	+	NM_032486.4	DCTN5
chr16	1351930	1364113	+	NM_032520.5	GNPTG
chr16	4803202	4847288	-	NM_032569.4	GLYR1
chr16	4316066	4339595	+	NM_032575.3	GLIS2
chr16	3088889	3099294	-	NM_032805.3	ZSCAN10
chr16	28950936	28967092	+	NM_032815.4	NFATC2IP
chr16	69132648	69169021	+	NM_032830.3	UTP4
chr16	56565072	56568957	+	NM_032935.3	MT4
chr16	57462678	57472009	+	NM_032940.3	POLR2C
chr16	50548395	50649249	+	NM_033119.5	NKD1
chr16	15434587	15588259	+	NM_033201.3	BMERB1
chr16	3298807	3305430	-	NM_033208.4	TIGD7
chr16	57512180	57536571	-	NM_033212.4	CCDC102A
chr16	23690309	23713222	-	NM_033266.4	ERN2
chr16	67148103	67150998	-	NM_033309.3	B3GNT9
chr16	76277400	76560757	+	NM_033401.5	CNTNAP4
chr16	71626183	71636465	+	NM_052858.6	MARVELD3
chr16	30989255	31010638	-	NM_052874.5	STX1B
chr16	89686688	89696354	+	NM_052988.5	CDK10
chr16	66566438	66579135	+	NM_052999.4	CMTM1
chr16	630984	634117	+	NM_053284.3	WFIKKN1
chr16	784973	788381	-	NM_058192.3	RPUSD1
chr16	70246777	70251940	-	NM_058219.3	EXOSC6
chr16	2253119	2268126	-	NM_080594.4	RNPS1
chr16	1776711	1782571	-	NM_080861.4	SPSB3
chr16	21402128	21425378	-	NM_130464.3	NPIPB3
chr16	80540992	80550811	+	NM_130897.3	DYNLRB2
chr16	57186328	57240469	+	NM_133368.3	RSPRY1
chr16	46884361	46931289	+	NM_133443.4	GPT2
chr16	4696510	4734271	-	NM_133450.4	ANKS3
chr16	70661203	70686053	-	NM_138383.3	MTSS2
chr16	28553919	28591790	+	NM_138414.3	SGF29
chr16	641827	648474	+	NM_138418.4	MCRIP2
chr16	2883214	2899365	+	NM_138439.3	FLYWCH2
chr16	4371847	4383538	+	NM_138440.3	VASN
chr16	30602557	30610389	-	NM_138447.3	ZNF689
chr16	69565965	69704654	+	NM_138713.4	NFAT5
chr16	668131	674171	+	NM_138769.3	RHOT2
chr16	4734536	4749396	+	NM_139170.3	DNAAF8
chr16	1678278	1702086	+	NM_144570.3	JPT2
chr16	15865718	15888603	-	NM_144600.4	CEP20
chr16	49373803	49399431	+	NM_144602.4	C16orf78
chr16	88570402	88631964	+	NM_144604.4	ZC3H18
chr16	4777605	4788345	-	NM_144605.5	SEPTIN12
chr16	21663967	21760729	+	NM_144672.4	OTOA
chr16	66579462	66588275	+	NM_144673.3	CMTM2
chr16	10627500	10694930	-	NM_144674.2	TEKT5
chr16	69343249	69351786	-	NM_144676.4	TMED6
chr16	70454594	70480274	+	NM_145059.3	FCSK
chr16	27224993	27268772	-	NM_145080.4	NSMCE1
chr16	81988854	82011470	-	NM_145168.3	SDR42E1
chr16	29812192	29815881	+	NM_145239.3	PRRT2
chr16	2830302	2832276	+	NM_145252.3	ZG16B
chr16	4608883	4614888	-	NM_145253.3	UBALD1
chr16	75443053	75464689	-	NM_145254.3	TMEM170A
chr16	560393	565529	+	NM_145270.3	PRR35
chr16	30569725	30571714	-	NM_145271.4	ZNF688
chr16	649364	667830	+	NM_145294.5	WDR90
chr16	28499361	28506834	-	NM_145659.3	IL27
chr16	21233698	21253850	+	NM_145865.3	ANKS4B
chr16	30949067	30954938	+	NM_152288.3	ORAI3
chr16	11345458	11351760	+	NM_152308.3	RMI2
chr16	81060979	81077238	-	NM_152337.3	C16orf46
chr16	29778255	29782973	+	NM_152338.4	ZG16
chr16	89696356	89701705	-	NM_152339.4	SPATA2L
chr16	2969347	2973484	+	NM_152341.5	PAQR4
chr16	80597906	80804598	-	NM_152342.4	CDYL2
chr16	3432413	3443504	-	NM_152457.3	ZNF597
chr16	30580655	30585697	-	NM_152458.7	ZNF785
chr16	74671854	74700862	-	NM_152649.4	MLKL
chr16	57092582	57148369	+	NM_152727.6	CPNE2
chr16	2783952	2787560	-	NM_152891.3	PRSS33
chr16	31215961	31217135	-	NM_152901.4	PYDC1
chr16	48538725	48610180	-	NM_153029.4	N4BP1
chr16	19718270	19858467	+	NM_153208.3	IQCK
chr16	692499	705801	-	NM_153350.4	FBXL16
chr16	23388492	23453189	-	NM_153603.4	COG7
chr16	89575757	89597246	+	NM_153636.3	CPNE7
chr16	75148523	75172234	+	NM_153688.4	ZFP1
chr16	88453279	88537031	+	NM_153813.3	ZFPM1
chr16	57668305	57689378	+	NM_170776.5	ADGRG3
chr16	1978916	1981469	-	NM_172167.3	NOXO1
chr16	2964274	2968380	+	NM_172229.3	KREMEN2
chr16	84218656	84240012	-	NM_172347.3	KCNG4
chr16	68085369	68229259	+	NM_173165.3	NFATC3
chr16	15037856	15056074	-	NM_173474.4	NTAN1
chr16	20854924	20900358	-	NM_173475.4	DCUN1D3
chr16	31138925	31150066	-	NM_173502.5	PRSS36
chr16	18499926	18562097	-	NM_173614.4	NOMO2
chr16	22092540	22156964	+	NM_173615.5	VWA3A
chr16	29996240	30005791	+	NM_173618.3	INO80E
chr16	70173786	70186895	+	NM_173619.4	CLEC18C
chr16	1966855	1968949	+	NM_174903.6	RNF151
chr16	20359174	20404737	-	NM_174924.2	PDILT
chr16	29742462	29745990	-	NM_175900.4	C16orf54
chr16	56632658	56633981	+	NM_176870.3	MT1M
chr16	30199254	30204310	+	NM_177552.4	SULT1A3
chr16	1997653	2009821	-	NM_178167.5	ZNF598
chr16	88677687	88686507	-	NM_178310.4	SNAI3
chr16	84145307	84177918	+	NM_178452.6	DNAAF1
chr16	67184378	67190136	-	NM_178516.4	EXOC3L1
chr16	88696500	88706408	-	NM_178841.4	RNF166
chr16	3539032	3577403	-	NM_178844.4	NLRC3
chr16	29906338	29926226	-	NM_178863.5	KCTD13
chr16	27402173	27452042	+	NM_181078.3	IL21R
chr16	66614749	66696743	-	NM_181521.3	CMTM4
chr16	71929537	72000402	-	NM_181536.2	PKD1L3
chr16	66604703	66613887	+	NM_181553.4	CMTM3
chr16	29900487	29906056	+	NM_181718.4	ASPHD1
chr16	46702281	46748344	-	NM_182493.3	MYLK3
chr16	2209252	2210863	-	NM_182563.4	BRICD5
chr16	50671628	50681312	-	NM_182854.4	SNX20
chr16	50065969	50107272	+	NM_182922.4	HEATR3
chr16	83953239	83966332	+	NM_182981.3	OSGIN1
chr16	268306	275944	-	NM_183337.3	RGS11
chr16	75111863	75116780	-	NM_194436.3	LDHD
chr16	3222324	3235158	-	NM_198088.3	ZNF200
chr16	81444807	81711762	+	NM_198390.3	CMIP
chr16	67884884	67886368	+	NM_198443.2	NRN1L
chr16	85098357	85112472	-	NM_198491.3	CIBAR2
chr16	77282127	77435034	-	NM_199355.4	ADAMTS18
chr16	57976543	57988116	+	NM_199456.3	SPMIP8
chr16	5084283	5097795	-	NM_201400.4	EEF2KMT
chr16	188989	229449	-	NM_201412.3	LUC7L
chr16	57628629	57665567	+	NM_201525.4	ADGRG1
chr16	85707516	85751096	-	NM_206967.3	C16orf74
chr16	1088225	1096244	-	NM_207419.3	C1QTNF8
chr16_GL383556v1_alt	26723	57001	-	NM_001025195.2	CES1
chr16_GL383556v1_alt	70050	99290	-	NM_001143685.2	CES5A
chr16_GL383557v1_alt	16257	42666	-	NM_006750.4	SNTB2
chr16_GL383557v1_alt	60814	86658	-	NM_032830.3	UTP4
chr16_KI270728v1_random	933863	936504	-	NM_001368231.2	LOC102723713
chr16_KI270728v1_random	17195	19842	+	NM_001368237.2	LOC102723655
chr16_KI270853v1_alt	1890522	1952816	+	NM_001004067.4	NOMO3
chr16_KI270853v1_alt	705066	760109	-	NM_001009944.3	PKD1
chr16_KI270853v1_alt	1053716	1071250	+	NM_001128423.2	MPV17L
chr16_KI270853v1_alt	1807490	1881489	-	NM_001171.6	ABCC6
chr16_KI270853v1_alt	1021573	1036245	-	NM_001277325.2	NPIPA5
chr16_KI270853v1_alt	2040186	2055014	+	NM_001282507.2	NPIPA7
chr16_KI270853v1_alt	537682	791405	+	NM_001282511.3	NPIPA8
chr16_KI270853v1_alt	276272	299205	+	NM_001395487.1	NPIPA3
chr16_KI270853v1_alt	717618	736347	-	NM_001405004.1	NPIPA9
chr16_KI270853v1_alt	1361145	1515021	-	NM_002474.3	MYH11
chr16_KI270853v1_alt	8557	203116	-	NM_002582.4	PARN
chr16_KI270853v1_alt	245406	267170	-	NM_003561.3	PLA2G10
chr16_KI270853v1_alt	1607597	1800945	+	NM_004996.4	ABCC1
chr16_KI270853v1_alt	890753	953120	-	NM_014287.4	NOMO1
chr16_KI270853v1_alt	1252377	1301165	-	NM_014647.4	MARF1
chr16_KI270853v1_alt	631354	694647	-	NM_015027.4	PDXDC1
chr16_KI270853v1_alt	205806	242094	+	NM_016561.3	BFAR
chr16_KI270853v1_alt	1308255	1384364	+	NM_017668.3	NDE1
chr16_KI270853v1_alt	575403	609647	+	NM_018427.5	RRN3
chr16_KI270853v1_alt	1092564	1246252	+	NM_033201.3	BMERB1
chr16_KI270853v1_alt	1523717	1546604	-	NM_144600.4	CEP20
chr16_KI270853v1_alt	613604	631830	+	NM_173474.4	NTAN1
chr16_KI270854v1_alt	130379	130698	+	NM_005632.3	CAPN15
chr16_KI270854v1_alt	24794	125679	+	NM_014700.4	RAB11FIP3
chr16_KI270854v1_alt	1030	11628	+	NM_020664.4	DECR2
chr16_KI270855v1_alt	178720	212670	+	NM_002134.4	HMOX2
chr16_KI270855v1_alt	128190	159098	+	NM_005147.6	DNAJA3
chr16_KI270855v1_alt	212991	216988	-	NM_013399.3	CDIP1
chr16_KI270855v1_alt	40614	53645	-	NM_016069.11	PAM16
chr16_KI270855v1_alt	164016	176948	-	NM_020677.6	NMRAL1
chr16_KI270855v1_alt	56866	118919	-	NM_024535.5	CORO7
chr16_KI270855v1_alt	16430	39959	+	NM_032575.3	GLIS2
chr16_KI270855v1_alt	74170	85861	+	NM_138440.3	VASN
chr16_KI270856v1_alt	41604	48545	-	NM_001009606.4	HS3ST6
chr16_KQ090026v1_alt	418	1184	+	NM_006799.4	PRSS21
chr16_KQ090026v1_alt	32207	37628	-	NM_022119.4	PRSS22
chr16_KQ090026v1_alt	9767	11741	+	NM_145252.3	ZG16B
chr16_KQ090027v1_alt	0	93427	-	NM_001270974.2	HYDIN
chr16_KQ090027v1_alt	226199	257930	+	NM_001740.5	CALB2
chr16_KQ090027v1_alt	144071	152082	-	NM_018348.6	CMTR2
chr16_KV880768v1_fix	1020383	1096927	-	NM_001164579.2	MOSMO
chr16_KV880768v1_fix	3150	4307	+	NM_001301771.2	LDAF1
chr16_KV880768v1_fix	1676764	1702743	+	NM_001310137.5	NPIPB11
chr16_KV880768v1_fix	1103922	1121173	+	NM_001363519.1	PDZD9
chr16_KV880768v1_fix	21140	35265	-	NM_001376232.1	ZP2
chr16_KV880768v1_fix	82211	101981	-	NM_001376256.1	CRYM
chr16_KV880768v1_fix	1247281	1270193	+	NM_001384980.1	NPIPB4
chr16_KV880768v1_fix	913287	942532	-	NM_001394319.2	SDR42E2
chr16_KV880768v1_fix	568501	594146	-	NM_001395849.1	NPIPB5
chr16_KV880768v1_fix	730419	759098	+	NM_001802.2	CDR2
chr16_KV880768v1_fix	1121377	1151678	-	NM_003366.4	UQCRC2
chr16_KV880768v1_fix	1452219	1465278	+	NM_005849.4	IGSF6
chr16_KV880768v1_fix	816311	898761	-	NM_013302.5	EEF2K
chr16_KV880768v1_fix	1447356	1505240	-	NM_016025.5	METTL9
chr16_KV880768v1_fix	769933	807621	-	NM_018119.4	POLR3E
chr16_KV880768v1_fix	1344050	1440861	-	NM_144672.4	OTOA
chr16_KV880768v1_fix	57389	77541	+	NM_145865.3	ANKS4B
chr16_KV880768v1_fix	948073	1012497	-	NM_173615.5	VWA3A
chr16_KZ208921v1_alt	34305	40146	-	NM_001025200.4	CTRB2
chr16_KZ208921v1_alt	52010	55136	+	NM_001906.6	CTRB1
chr16_KZ208921v1_alt	58396	73308	-	NM_014567.5	BCAR1
chr16_KZ208921v1_alt	0	2424	+	NM_153688.4	ZFP1
chr16_KZ559113v1_fix	103029	472459	-	NM_022166.4	XYLT1
chr16_ML143373v1_fix	172871	268852	-	NM_001006634.3	ARHGAP17
chr16_ML143373v1_fix	96662	165109	+	NM_001352248.3	SLC5A11
chr16_ML143373v1_fix	1422	76918	+	NM_014494.4	TNRC6A
chr16_MU273376v1_fix	85928	86899	+	NM_001099456.3	NPW
chr16_MU273376v1_fix	28205	30974	-	NM_002952.4	RPS2
chr16_MU273376v1_fix	56117	60423	+	NM_004209.6	SYNGR3
chr16_MU273376v1_fix	25685	28123	+	NM_004548.3	NDUFB10
chr16_MU273376v1_fix	10121	20837	-	NM_005061.3	RPL3L
chr16_MU273376v1_fix	50340	53897	+	NM_005262.3	GFER
chr16_MU273376v1_fix	38200	49077	+	NM_006453.3	TBL3
chr16_MU273376v1_fix	4376	9347	-	NM_016332.4	MSRB1
chr16_MU273376v1_fix	45064	47617	-	NM_172167.3	NOXO1
chr16_MU273376v1_fix	33003	35097	+	NM_174903.6	RNF151
chr16_MU273376v1_fix	63801	75965	-	NM_178167.5	ZNF598
chr16_MU273377v1_fix	55452	79724	+	NM_001100624.3	CENPN
chr16_MU273377v1_fix	130183	144634	-	NM_004483.5	GCSH
chr16_MU273377v1_fix	84080	95589	+	NM_015251.3	ATMIN
chr16_MU273377v1_fix	286949	333895	+	NM_017429.3	BCO1
chr16_MU273377v1_fix	14686	55124	-	NM_020188.5	CMC2
chr16_MU273377v1_fix	109218	125477	-	NM_152337.3	C16orf46
chr17	7219937	7225266	+	NM_000018.4	ACADVL
chr17	50166004	50175928	+	NM_000023.4	SGCA
chr17	66212032	66229415	-	NM_000042.3	APOH
chr17	3475996	3503405	+	NM_000049.4	ASPA
chr17	4897770	4903098	-	NM_000080.4	CHRNE
chr17	50184100	50201631	-	NM_000088.4	COL1A1
chr17	42900798	42914438	+	NM_000151.4	G6PC1
chr17	80101580	80119881	+	NM_000152.5	GAA
chr17	75757893	75765192	-	NM_000154.2	GALK1
chr17	81804149	81814008	+	NM_000160.5	GCGR
chr17	4932276	4935023	+	NM_000173.7	GP1BA
chr17	8002614	8020342	+	NM_000180.4	GUCY2D
chr17	80209275	80220333	-	NM_000199.5	SGSH
chr17	47253826	47313743	+	NM_000212.3	ITGB3
chr17	75721458	75757818	+	NM_000213.5	ITGB4
chr17	40861302	40867223	-	NM_000223.4	KRT12
chr17	41565835	41572059	-	NM_000226.4	KRT9
chr17	58269854	58280935	-	NM_000250.2	MPO
chr17	42536240	42544449	+	NM_000263.4	NAGLU
chr17	51153558	51162168	+	NM_000269.3	NME1
chr17	35574794	35578571	-	NM_000286.3	PEX12
chr17	15229778	15265326	-	NM_000304.4	PMP22
chr17	63938553	63972918	-	NM_000334.4	SCN4A
chr17	44248389	44268135	-	NM_000342.4	SLC4A1
chr17	72121019	72126416	+	NM_000346.4	SOX9
chr17	19648750	19677596	+	NM_000382.3	ALDH3A2
chr17	30248202	30291944	-	NM_000386.4	BLMH
chr17	42552922	42555214	+	NM_000413.4	HSD17B1
chr17	44372180	44389649	-	NM_000419.5	ITGA2B
chr17	40818116	40822614	-	NM_000421.5	KRT10
chr17	41619441	41624575	-	NM_000422.3	KRT17
chr17	2593653	2685615	+	NM_000430.4	PAFAH1B1
chr17	64319414	64390860	-	NM_000442.5	PECAM1
chr17	37686430	37745059	-	NM_000458.4	HNF1B
chr17	58192725	58205174	+	NM_000502.6	EPX
chr17	63917202	63918839	-	NM_000515.5	GH1
chr17	41582278	41586895	-	NM_000526.5	KRT14
chr17	7668420	7687490	-	NM_000546.6	TP53
chr17	27756765	27800529	-	NM_000625.4	NOS2
chr17	63928739	63932331	-	NM_000626.4	CD79B
chr17	28367283	28370307	-	NM_000638.4	VTN
chr17	15945129	15975746	+	NM_000676.4	ADORA2B
chr17	19737988	19748298	-	NM_000691.5	ALDH3A1
chr17	6996048	7010754	+	NM_000697.3	ALOX12
chr17	60149972	60159546	+	NM_000717.5	CA4
chr17	39173452	39197669	-	NM_000723.5	CACNB1
chr17	67044553	67056797	+	NM_000727.4	CACNG1
chr17	7445060	7457710	+	NM_000747.3	CHRNB1
chr17	63477060	63498373	+	NM_000789.4	ACE
chr17	41712330	41715969	+	NM_000805.5	GAST
chr17	74842022	74859885	-	NM_000835.6	GRIN2C
chr17	70169531	70180044	+	NM_000891.3	KCNJ2
chr17	81843165	81860535	-	NM_000918.4	P4HB
chr17	1742870	1755265	+	NM_000934.4	SERPINF2
chr17	7484365	7514616	+	NM_000937.5	POLR2A
chr17	40309179	40357643	+	NM_000964.4	RARA
chr17	38847859	38853721	-	NM_000978.4	RPL23
chr17	39200282	39204732	+	NM_000981.4	RPL19
chr17	28719984	28724359	+	NM_000984.6	RPL23A
chr17	8377515	8383193	-	NM_000987.5	RPL26
chr17	42998418	43002959	+	NM_000988.5	RPL27
chr17	74203677	74210655	+	NM_000999.4	RPL38
chr17	36165682	36176636	-	NM_001001417.7	TBC1D3B
chr17	38057692	38068634	-	NM_001001418.6	TBC1D3C
chr17	36194868	36196758	-	NM_001001437.4	CCL3L3
chr17	4731427	4733607	+	NM_001001683.4	MED11
chr17	81891722	81900255	+	NM_001002248.3	ANAPC11
chr17	44395280	44503406	-	NM_001002909.4	GPATCH8
chr17	63702831	63741799	-	NM_001003787.4	STRADA
chr17	10713294	10730023	-	NM_001004313.3	TMEM220
chr17	7012623	7014532	+	NM_001004333.5	RNASEK
chr17	38324570	38343956	-	NM_001004334.4	GPR179
chr17	83079608	83095122	+	NM_001004431.3	METRNL
chr17	58166981	58171116	+	NM_001004707.4	OR4D2
chr17	7888788	7912755	+	NM_001005273.3	CHD3
chr17	59331654	59401729	+	NM_001005404.4	YPEL2
chr17	76470895	76501423	-	NM_001005498.4	RHBDF2
chr17	46512467	46555646	+	NM_001006607.3	LRRC37A2
chr17	74737255	74747335	+	NM_001006638.3	RAB37
chr17	30477407	30527592	+	NM_001007025.2	GOSR1
chr17	49598883	49678097	-	NM_001007228.2	SPOP
chr17	14235672	14236862	-	NM_001007530.3	CDRT15
chr17	45999249	45999694	+	NM_001007532.3	STH
